,location_key,longitude,latitude,nearest_intersection,floor_level,postal_code,dissemination_area
20234,69325227,-79.52276994,43.69324939,Crane Ave / Penhale Dr,001,M9P 3W3,35202969
20235,66354184,-79.41841654,43.66358476,Bloor St W / Christie St,1,M6G 1L3,35201024
20236,62714790,-79.47908673,43.62717466,Lake Shore Blvd W / Gardiner W Lake Shore W Ramp,1,M8V 1A2,35204763
20237,76394086,-79.40862746,43.76392832,Greenfield Ave / Doris Ave,B01,M2N 3C8,35204755
20238,79962064,-79.20640413,43.79962241,Murison Blvd / Breckon Gt / Usherwood Crt,B01,M1B 2L6,35200034
20239,68334171,-79.41714103,43.68339333,St Clair Ave W / Hilton Ave,1,M6G 2N2,35201107
20240,66293743,-79.37434927,43.66291663,Homewood Ave / Carlton St / Allan Gardens Trl,003,M5A 2K6,35200770
20242,79612199,-79.21997652,43.79612081,Burrows Hall Blvd / McClure Cres,1,M1B 1B3,35204747
20243,66133824,-79.38240493,43.66137442,Carlton St / Reverend Porter Lane,018,M5B 1L2,35205060
20244,73992455,-79.24553278,43.73992224,Danforth Rd / Trudelle St,1,M1J 2E1,35204348
20245,79611403,-79.14031473,43.79613004,Blue Anchor Trl / Rouge Highlands Dr,001,M1C 2P5,35203739
20247,61504979,-79.49790909999999,43.61502627,Royal York Rd / Cavell Ave,999,M8V 1P1,35204685
20248,68424466,-79.44668208,43.68422269,Morrison Ave / Sellers Ave,B01,M6E 3R4,35201127
20249,78362558,-79.25581974,43.783699,McCowan Rd / 401 C W Mccowan Rd N Ramp / Mccowan Rd S 401 C W Ramp,1,M1S 3E5,35203613
20251,68125502,-79.55021389,43.68121712,Hunting Ridge / Kingsborough Cres,B01,M9R 4A3,35201717
20253,79822243,-79.22431723,43.79826561,Gorsey Sq / Griffen Dr,001,M1B 1B3,35204747
20254,68305732,-79.57322788,43.68301739,Zealand Rd / Clarion Rd,1,M9R 3T9,35201781
20255,78572894,-79.28946298,43.78576171,Kennedy Rd / Cardwell Ave / Bonis Ave,1,M1T 3L4,35203946
20256,73922206,-79.22065432,43.73927065,Lochleven Dr / Knowlton Dr / Coltbridge Crt,999,M1M 2J1,35204333
20257,70722605,-79.26057354,43.70722364,Aylesworth Ave / Preston St,1,M1K 1A8,35203491
20258,73122675,-79.26755841,43.73121969,Kennedy Rd / Transway Cres,002,M1K 5G8,35203451
20259,79433259,-79.32596937,43.79433143,Finch Ave E / Pharmacy Ave,1,M1W 1R1,35203908
20261,65353742,-79.37428936,43.65350197,Queen St E / Mutual St,B01,M5C 1R8,35204995
20262,77874153,-79.41530455,43.77874806,Yonge St / Tolman St,1,M2N 5S2,35204885
20263,68214458,-79.44583961,43.68214548,Sellers Ave / Hope St,999,M6E 1E6,35201139
20264,71223292,-79.32929649,43.71225246,Grenoble Dr / Leeward Glenway,012,M3C 3E7,35200541
20265,67593604,-79.36044804,43.67590396,Danforth Ave / Prince Edward Viaduct / Cambridge Ave,1,M4K 1M8,35204559
20266,67353840,-79.38406969,43.67350012,Park Rd / Rosedale Valley Rd / Rosedale Valley Trl,1,M4W 1B9,35202823
20269,66394185,-79.41857492,43.6639476,Christie St / Ln N Bloor E Christie,001,M6E 4A1,35201133
20270,77423776,-79.37761787,43.77421183,Burbank Dr / Hawksbury Dr,1,M2K 1J4,35200366
20272,83042236,-79.22368761,43.83049442,Staines Rd / Seasons Dr,1,M1X 2E6,35204718
20281,71952593,-79.25934115,43.71952812,Hart Ave / Brenda Cres,1,M1K 1G4,35203493
20282,64944247,-79.42475152,43.64943789,Dovercourt Rd / Dundas St W,1,M6J 1X8,35201416
20283,70994688,-79.46881692,43.70995568,Marcia Ave / Eugene St,001,M6A 1E1,35202293
20285,65103787,-79.37873955,43.65105548,Yonge St / Temperance St,1,M5C 1X6,35200855
20288,68594681,-79.46815313,43.68596342,Donald Ave / Kane Ave,001,M6M 3P1,35201203
20289,73734291,-79.42919368,43.73735137,Allard Ave / Burncrest Dr,1,M6A 2E8,35202123
20290,64473985,-79.39850974,43.64477952,King St W / Brant Pl,1,M5V 1M3,35204894
20291,76173723,-79.37237394,43.76173838,Vyner Rd / Dunlace Dr / Bannatyne Dr,1,M2L 2S1,35200388
20292,74232400,-79.24007900000001,43.74239024,McCowan Rd / Fred Bland Cres,1,M1J 1J1,35204178
20295,62045289,-79.52896253,43.62042201,The Queensway / Plywood Pl,999,M8Z 5J3,35201663
20302,74882703,-79.27031266,43.74881125,Kiriakou St / Jenkinson Way,002,M1P 4X1,35203408
20305,77524072,-79.40729793,43.77525569,Church Ave / Dudley Ave,1,M2N 4G1,35204309
20306,82682759,-79.2759086,43.82689632,McCowan Rd / Alton Towers Crcl,B01,M1V 3Z4,35204141
20308,66493845,-79.38459588,43.66493728,Yonge St / Wellesley St E / Wellesley St W,1,M4Y 1E7,35204594
20310,75891846,-79.18462489,43.75894452,Rowallan Dr / Gardentree St,001,M1E 2J3,35203668
20314,67123872,-79.38722015,43.67129797,Yonge St / Asquith Ave,1,M4W 2G8,35202819
20315,66825865,-79.58656179,43.6682162,Eglinton Ave W / Matheson Blvd,1,M9C 2N9,35201759
20316,63394347,-79.43478156,43.63395225,Jameson Ave / Springhurst Ave,001,M6K 2X5,35201463
20319,68182802,-79.28029454,43.68185585,Kingston Rd / Courcelette Rd,1,M1N 2T6,35200647
20320,66584558,-79.45589597,43.66583896,Edith Ave / Edwin Ave,1,M6P 3Z9,35201165
20321,65913934,-79.39348453,43.65919993,College St / Mc Caul St,1,M5T 1P7,35200903
20322,64825421,-79.54217909,43.64824521,Goswell Rd / Jopling Ave N,001,M9B 1T6,35201654
20324,70724033,-79.40331347,43.70724047,Orchard View Blvd / Edith Dr,1,M4R 1A7,35204387
20327,77001596,-79.15967708,43.77001701,Beechgrove Dr / Janellan Ter,B01,M1E 3Y3,35204771
20329,76441674,-79.16744821,43.76448592,Wallsend Dr / Coronation Dr,001,M1E 3V4,35203670
20331,68714386,-79.43869377,43.687134,Rogers Rd / Oakwood Ave,002,M6E 2W1,35204546
20334,76551632,-79.16321105,43.76553568,Coronation Dr / Chemical Crt,1,M1E 3V4,35203670
20335,65264492,-79.44920862,43.65263186,Golden Ave / Dundas St W,1,M6R 1W9,35201357
20336,64235770,-79.57706356,43.64236259,Burnhamthorpe Rd / Triburnham Pl,1,M9C 2H3,35204098
20338,65623795,-79.3795762,43.65629133,Dundas St E / Victoria St,1,M5B 1V8,35204615
20340,63624098,-79.40982609999999,43.63623669,Canada Blvd / Manitoba Dr,1,M5V 1A9,35203157
20341,58895315,-79.53158419,43.58892609,Lake Promenade / Long Branch Ave,1,M8W 0A3,35201575
20342,62975027,-79.50278347,43.62973441,Rosemeade Ave / Delroy Dr,1,M8Y 3C7,35203138
20343,70065811,-79.58115105,43.70064633,Belfield Rd / Iron St,1,M9W 5B1,35204479
20347,64265322,-79.53229441,43.64266968,Bloor St W / Dunbloor Rd,1,M9A 1C4,35204674
20349,66933864,-79.38642496,43.66936831,Yonge St / Hayden St,996,M4Y 2B2,35204882
20353,72345212,-79.52123312,43.72341968,Jethro Rd / Minnie Ave,999,M3L 1C9,35204954
20354,65044450,-79.44509828,43.65048707,Sorauren Ave / Columbus Ave,002,M6R 2H9,35201406
20355,70204464,-79.44643457,43.70200835,Times Rd / Castlefield Ave,1,M6B 3L3,35202300
20356,64085156,-79.51565351,43.64089812,Spring Garden Rd / Fernalroy Blvd,1,M8Z 2Y1,35201512
20357,70465095,-79.50953432,43.70469603,Pine St / William St,001,M9N 2Y9,35204421
20359,74605166,-79.51660711,43.74606267,Frith Rd / Roseglen Cres,1,M3L 2N1,35202071
20362,64835250,-79.52509102,43.64838231,Islington Ave / Cordova Ave / Central Park Rdwy,1,M9A 4X6,35204100
20363,65115724,-79.57244969,43.65116246,Wareside Rd / Cambrian Rd,1,M9C 1G8,35205014
20366,77361907,-79.1907208,43.77362309,Falaise Rd / Warnsworth St,1,M1E 3G3,35203656
20367,69845026,-79.50261295,43.69841743,Jane St / John Best Ave,1,M9N 2S4,35204403
20368,65313558,-79.35583094,43.65315144,Rolling Mills Rd / Front St E,1,M5A 0J2,35204922
20369,73334528,-79.45286339,43.7333831,Wilson Ave / Transit Rd / Billy Bishop Way,1,M3K 0C2,35202152
20371,77333501,-79.350153,43.77338608,George Henry Blvd / Ringwood Cres,1,M2J 1Y3,35200281
20374,73925735,-79.57354765,43.73927494,Celandine Rd / Taysham Cres,1,M9V 1T1,35201861
20376,80761738,-79.17389515,43.80769954,Sheppard Ave E / Hedge End Rd,002,M1B 2X2,35203708
20378,78742591,-79.25912424,43.7874103,Pitfield Rd / Keyworth Trl,001,M1S 3E5,35203613
20380,74705151,-79.51512855,43.74709426,Jane St / Grandravine Dr,003,M3N 1K1,35204353
20383,65693688,-79.36882766,43.65699458,Windeyer Lane / Seaton St,1,M5A 2A6,35200813
20384,70994798,-79.47985121,43.70993142,Wickford Dr / Wyndale Dr,001,M6L 1L3,35204397
20386,77194309,-79.43091732,43.77192635,Elgin Rd / Hounslow Ave,1,M2R 1K1,35202549
20387,65744469,-79.44693419,43.65747657,Bloor St W / Ruttan St,004,M6P 4H5,35200955
20390,73404413,-79.44134349,43.73409954,Luverne Ave / Delahaye St,1,M3H 2Z1,35202152
20391,65954195,-79.41957596,43.65952315,Montrose Ave / Harbord St,001,M6G 3T5,35200922
20392,76943756,-79.37566383,43.76940236,Sheppard Ave E / Woodsy Park Lane,1,M2K 1C3,35200391
20393,65565615,-79.56151023,43.65560439,Rathburn Rd / Cottrelle Gt,B01,M9B 4S1,35201648
20394,64706045,-79.60451764,43.64709665,Lone Oak Crt / Rakely Crt,1,L4W 0E4,35212021
20396,72262421,-79.24217448,43.72260507,Mandarin Rd / Brimley Rd / Minerva Ave,002,M1M 1V3,35203281
20398,80522988,-79.29883713,43.80527765,Kennedy Rd / Dancy Ave,1,M1V 1S9,35200094
20400,75733933,-79.39330047,43.75738341,Lord Seaton Rd / Masters Rd,001,M2L 2H8,35204041
20401,63884006,-79.40064957,43.63883946,Bathurst St / Fort York Blvd,1,M5V 0G7,35203157
20402,65163710,-79.37107877,43.65160469,Adelaide St E / George St,003,M5A 1N9,35204228
20404,76332088,-79.20884409,43.76334683,Lawrence Ave E / Susan St,1,M1G 1R6,35203333
20405,73663084,-79.30840635,43.73663718,Sweeney Dr / Mere Crt,1,M1R 1R4,35200464
20408,71895402,-79.54026298,43.71898444,Omagh Ave / Griffith St,1,M9W 6A5,35204940
20409,65913613,-79.36130306,43.65912848,Regent Park Blvd / St David St,003,M5A 1X6,35200805
20412,59695264,-79.52648152,43.59696426,Fairfield Ave / Phlox Ave,1,M8W 1N2,35201569
20415,59585276,-79.52761652,43.59581436,Lake Shore Blvd W / Twenty Eighth St,1,M8W 1N2,35201569
20422,75932786,-79.27867854,43.75935259,Kennedy Rd / Munham Gt,1,M1P 2N9,35204987
20424,66094659,-79.46594276,43.66098679,Humberside Ave / Aziel St,1,M6P 1L5,35201375
20426,63935648,-79.56481883,43.63934261,Eva Rd / The West Mall,1,M9C 2P7,35204070
20427,63205751,-79.57515911,43.63204176,Bloor St W / Mill Rd,B01,M9C 2A2,35201611
20428,67813011,-79.30118139,43.67812648,Kingston Rd / Lee Ave,003,M4L 1V5,35200662
20429,77163232,-79.32329738,43.77161875,Consumers Rd / Hallcrown Pl,1,M2J 5H3,35204905
20430,71244452,-79.44520825,43.71244903,Marlee Ave / Elway Crt / Wenderly Park Trl,1,M6B 2A2,35202301
20431,68593156,-79.31560763,43.68595007,Strathmore Blvd / Woodmount Ave,1,M4C 1K9,35200599
20432,65874407,-79.44074751,43.65878179,Bloor St W / Emerson Ave,001,M6H 1N4,35200946
20433,70212712,-79.27127866,43.70213271,Danforth Rd / Lily Cup Ave,1,M1L 3W5,35203509
20434,74093093,-79.30934835,43.74091911,Victoria Park Ave / Janet Blvd,1,M1R 1T1,35204052
20437,80973140,-79.31408236,43.80971378,Ambercroft Blvd / Fundy Bay Blvd / Hawkshead Cres,1,M1W 3A4,35203928
20438,75841972,-79.19727026,43.75845127,Payzac Ave / Emcarr Dr,001,M1E 5B3,35203324
20439,70903988,-79.39886921,43.70908773,Yonge St / Helendale Ave,1,M4P 2G5,35202947
20441,69605900,-79.59007220000001,43.69609075,Marmac Dr / Attwell Dr,001,M9W 7K7,35204479
20443,65043746,-79.37463349,43.65047426,Church St / Court St,1,M5C 2G1,35204996
20445,78952157,-79.21579407,43.78953064,Highcastle Rd / Grovenest Dr,001,M1E 4N1,35203633
20447,79913393,-79.339325,43.79914866,Cherokee Blvd / Apache Trl,1,M2H 2W7,35200183
20448,79591855,-79.18559006,43.79594756,Ponymeadow Ter / Graybark Cres,1,M1B 5X4,35204725
20450,66333722,-79.37226635,43.66336524,Carlton St / Central Hospital Lane,002,M5A 2K3,35202842
20451,69263023,-79.30236951,43.69261279,Secord Ave / Barrington Ave,003,M4C 4Y9,35200506
20453,71033635,-79.36352641,43.71036,Laird Dr / Wicksteed Ave / McRae Dr,1,M4G 3W2,35202691
20455,76261949,-79.19498722,43.76267054,Galloway Rd / Montoro Lane,1,M1E 1X2,35204291
20457,76943431,-79.34316629,43.76943202,Parkway Forest Dr / Village Greenway,006,M2J 1M4,35200272
20459,77031774,-79.17749418,43.7703833,Lawrence Ave E / Orchard Park Dr,1,M1E 1Z9,35204288
20460,72414698,-79.46987056,43.72411027,Caledonia Rd / Bridgeland Ave,1,M3K 1E4,35202162
20461,69315314,-79.53140727,43.693140500000005,Royal York Rd / Brittany Crt,001,M9P 3B6,35202973
20463,69973969,-79.39695394,43.69978666,Yonge St / Imperial St,001,M4S 1Z7,35202928
20465,67553969,-79.39694142,43.67555272,Avenue Rd / Pears Ave,003,M5R 2J6,35202813
20467,66623047,-79.30473975,43.66622129,Lake Shore Blvd E / Woodbine Ave,1,M4L 3R3,35203229
20470,70304768,-79.47681115,43.70302703,Keele St / Densley Ave,1,M6M 2L7,35204460
20473,72433252,-79.32529927,43.7243995,Eglinton Ave E / Eglinton E Wynford Dr Ramp / Wynford Dr Eglinton W Ramp / Wynford Dr,022,M3C 0C7,35205003
20474,64324092,-79.40929387,43.64324115,Walnut Ave / Stanley Ave,1,M6J 2L5,35200876
20475,66214246,-79.42464536,43.66219857,Bloor St W / Carling Ave,1,M6G 1M4,35201018
20477,66053425,-79.34250606,43.6605294,Queen St E / Logan Ave,001,M4M 1J4,35203193
20478,64784055,-79.40556891,43.64782574,Markham St / Wolseley St,1,M6J 1E3,35200887
20479,75454840,-79.48406429,43.75451641,St Regis Cres / Tuscan Gt,1,M3J 1N2,35202098
20480,76634153,-79.41537232,43.76633163,Beecroft Rd / North York Blvd,1,M2N 5V7,35204920
20481,66724441,-79.44417969,43.66721377,Dupont St / Emerson Ave,1,M6H 3Z6,35204632
20482,80552209,-79.22092452,43.8055793,Tapscott Rd / Blackwell Ave,011,M1B 4Y7,35204746
20484,64554033,-79.40336965,43.64551658,Bathurst St / Portugal Sq,B01,M5V 2R2,35200870
20486,78673606,-79.36064628,43.78672669,Silas Hill Dr / Clancy Dr,1,M2J 2S8,35200294
20489,66994368,-79.43681399,43.66997221,Geary Ave / Bartlett Ave N,B01,M6H 2B5,35200974
20491,68584816,-79.48168519,43.68586416,Black Creek Dr / Photography Dr,001,M6M 4G9,35201393
20492,65763547,-79.35471727,43.65766938,Bayview Ave / River St E Bayview Ramp,1,M5A 0E9,35203176
20493,69704679,-79.46797446,43.69701212,Castlefield Ave / Kincort St,1,M6M 2J7,35202210
20495,78833679,-79.36796375,43.78831659,Woody Vineway / Thorny Vineway,1,M2H 1S9,35200321
20496,70353284,-79.32846674,43.70356817,Faircrest Crcl / Parkview Hill Cres,1,M4C 2Z7,35200523
20498,65213686,-79.368638,43.65214845,Adelaide St E / Sherbourne St,005,M5A 1N7,35203176
20500,76102484,-79.24840375,43.76100074,Suraty Ave / Kencliff Cres,B01,M1H 1M4,35203382
20503,66614625,-79.46256831,43.66615170000001,Hook Ave / Indian Grv,B01,M6P 1Y5,35201401
20504,77961366,-79.13667579999999,43.77960242,Port Union Rd / Lawrence Ave E,1,M1C 3B2,35203725
20505,65673656,-79.36565738,43.65679373,Shuter St / Poulett St,008,M5A 1W7,35200812
20507,68093937,-79.39377807,43.68094913,Gange Ave / Birch Ave,1,M4V 1E3,35202811
20510,76255561,-79.55610033,43.76255742,Fenmar Dr / Ormont Dr,001,L4L 3S8,35190254
20511,70153101,-79.31017794,43.70152278,Ferris Rd / Sprucedale Pl,1,M4B 2N7,35200531
20512,75046239,-79.62391184,43.75044374,Steinway Blvd / Signal Hill Ave,1,M9W 6V6,35203047
20514,73602587,-79.25877413,43.73604435,Midland Ave / Gilder Dr / Lord Roberts Dr,1,M1K 2R5,35203965
20518,72302784,-79.27841559,43.72304107,Comstock Rd / Sinnott Rd,1,M1L 2H6,35204989
20521,63744052,-79.40521825,43.6374735,Fort York Blvd / Angelique St,B01,M5V 4A1,35203157
20523,65924273,-79.42732607,43.6592289,Delaware Ave / Hepbourne St,1,M6H 1J6,35203838
20524,71272692,-79.26926970000001,43.7127941,Silvio Ave / Dunlop Ave,1,M1K 0A4,35203971
20525,63903466,-79.34666226,43.6390626,Unwin Ave / Cherry St,1,M5A 1A1,35204634
20526,75405604,-79.56040807,43.75402372,Cherrylawn Ave / Millport Dr,001,M9L 2C1,35201886
20531,77933538,-79.35388235,43.77936562,Shaughnessy Blvd / Esterbrooke Ave,1,M2J 2Z1,35200313
20532,79932225,-79.22253296,43.79935625,Berner Trl / Howell Sq,1,M1B 1B3,35204747
20533,69252937,-79.29372278,43.69258767,Dentonia Park Ave / Sibley Ave / Dentonia Park Trl,1,M4C 1M6,35200643
20534,67784259,-79.42596072,43.67786669,Rushton Rd / Tyrrel Ave,001,M6G 4A9,35200977
20537,66873753,-79.37539303,43.66874635,Sherbourne St / Earl St,1,M4Y 1V5,35200757
20538,66802969,-79.29698673,43.66801728,Lee Ave / Len Stanley Way,1,M4L 1J1,35203230
20539,76313993,-79.39931628,43.76312245,Willowdale Ave / Craigmore Cres,1,M2N 3B1,35200357
20540,79424296,-79.42967203,43.7942122,Green Bush Rd / Tanjoe Cres,001,M2M 1X6,35202515
20548,70074945,-79.49453067,43.70078453,Brookhaven Dr / Nordale Cres,1,M6M 4N8,35204440
20551,72904826,-79.48264564,43.7290609,Keele St / Paxtonia Blvd,1,M3M 2G7,35202168
20552,74643047,-79.30475391,43.74643819,Brian Ave / Ivanhoe Crt,B01,M1R 5B1,35200444
20554,79461581,-79.15813026,43.7946048,Muirbank Blvd / Orleans Dr / Bluenose Cres,001,M1C 1T1,35203745
20556,66644381,-79.43818506,43.66642826,Dufferin St / Lappin Ave,002,M6H 3G4,35200999
20557,70424261,-79.42615004,43.70427365,Bathurst St / Shallmar Blvd,004,M6B 2Y8,35202307
20558,78092929,-79.29299491,43.78098308,Allanford Rd / Neddie Dr,1,M1T 2T6,35200233
20559,62815783,-79.57830791,43.62818134,Markland Dr / Sunplains Cres,1,M9C 1Y2,35201614
20560,68065669,-79.5669083,43.68068468,Longbourne Dr / Westwynd Crt,006,M9R 3T9,35201781
20561,68772828,-79.28283413,43.6877149,Gerrard St E / Coalport Dr,1,M4E 3W2,35200654
20562,81293518,-79.3518140387137,43.8129735698125,404 N NEAR STEELES AV,1,L3R 4G8,35190415
20563,66815532,-79.55323616,43.66814072,Lloyd Manor Rd / Farningham Cres,1,M9B 5K1,35201711
20564,71144666,-79.46660351,43.71148248,Lawrence Ave W / Caledonia Rd,001,M6A 1E1,35202293
20565,62015000,-79.50003562,43.62017061,Royal York Rd / Melrose St,996,M8Y 2R3,35204681
20566,69335885,-79.58852017,43.693351,Attwell Dr / McLachlan Dr,1,M9W 7K7,35204479
20567,68435042,-79.50421843,43.68438156,Eglinton Ave W / Emmett Ave,1,M6M 2E6,35204232
20569,68643045,-79.30456744,43.686408,Westlake Ave / Stephenson Ave,1,M4C 1L1,35200598
20570,63974235,-79.4235533,43.63972314,King St W / Joe Shuster Way,1,M6K 0C1,35203160
20573,68623933,-79.39333196,43.68623254,Yonge St / Rosehill Ave,029,M4T 1Y4,35204506
20575,70042495,-79.24956504,43.70041503,Lakewood Ave / Fishleigh Dr,1,M1N 1T5,35203796
20581,61735041,-79.50414839,43.61730864,Simpson Ave / St George St,001,M8Y 2R3,35204681
20582,67753519,-79.35196569,43.67755692,Danforth Ave / Chester Ave,1,M4K 1P6,35203818
20583,78741849,-79.1849937,43.78742603,Ellesmere Rd / Mirrow Crt,1,M1C 1H1,35203701
20584,71173785,-79.37857657,43.71178769,Roehampton Ave / Glenavy Ave,1,M4P 1P1,35202949
20586,70064203,-79.42032786,43.70063149,Chadwick Ave / Vesta Dr,1,M5N 1B9,35202894
20589,69705467,-79.54673170000001,43.69704945,Dixon Rd / Islington Ave,1,M9R 3C8,35205034
20590,76794229,-79.42298575,43.76799231,Diagonal Rd / Betty Ann Dr / Blenheim St,1,M2R 1P6,35204319
20592,71834150,-79.41506933,43.71833948,Kimbark Blvd / Otter Cres,1,M5N 2H9,35202379
20593,68843890,-79.38909093,43.6884651,Pleasant Blvd / Avoca Ave,1,M4T 2B4,35204503
20595,66883176,-79.31765241,43.66889046,Dundas St E / Coxwell Ave,1,M4L 3B3,35200675
20596,73132997,-79.29978531,43.73134322,Biscayne Blvd / Pharmacy Ave,1,M4A 1L9,35204053
20599,68464587,-79.45870322,43.68466017,Caledonia Rd / Corby Ave,B01,M6E 4T5,35204553
20601,65913486,-79.34865237,43.65915133,Queen St E / Lewis St,1,M4M 1H4,35204576
20603,66634053,-79.40535481,43.66635887,Bloor St W / Walmer Rd / Robert St,1,M5S 1X1,35201033
20604,69083979,-79.39791242,43.69081405,Bryce Ave / Oriole Gdns,002,M4V 2K5,35202799
20605,69612915,-79.29156518,43.69615103,Crescent Town Rd / Crescent Pl / Massey Sq,1,M4C 5M9,35204765
20607,72563638,-79.36385257,43.72560491,Glenorchy Rd / Suncrest Dr,001,M3C 2N2,35202699
20610,64503834,-79.38342671,43.64508345,University Ave / Front St W,B01,M5J 1E3,35200855
20611,66753266,-79.32663863,43.66759949,Dundas St E / Greenwood Ave,1,M4M 3C7,35203200
20612,72303396,-79.33961316,43.72302479,Don Mills Rd / Wynford Dr,1,M3C 1V4,35204856
20613,73905636,-79.56361837,43.73905124,Fingal Pl / Barkwin Dr,B01,M9V 2X4,35204378
20614,66873057,-79.30577530000001,43.66875708,Woodbine Ave / Queen St E,1,M4L 3R3,35203229
20619,71393009,-79.30095752,43.71392773,Galbraith Ave / Glenburn Ave,001,M4B 2A3,35200479
20622,61374893,-79.48931473,43.61377931,Lake Shore Blvd W / Mimico Ave / Amos Waites Park Trl,1,M8V 4A2,35204686
20624,68834828,-79.48287835,43.68836836,Black Creek Dr / Eglinton Ave W,1,M6M 4G9,35201393
20625,72795358,-79.53580188,43.72797089,Weston Rd / George Mckenzie Crt,1,M9M 0B7,35204949
20626,71823990,-79.39906999,43.7182179,St Hilda's Ave / Aldbury Gdns,1,M4P 2J5,35202337
20629,60895007,-79.50070283,43.60898516,Hillside Ave / Dwight Ave,1,M8V 1Y7,35201532
20632,71435488,-79.54882423,43.7143089,Chalfont Rd / Chilcot Ave,001,M9W 1V4,35204939
20633,64814037,-79.40378179999999,43.64813083,Ace Lane / Wolseley St / Ln E Bathurst N Wolseley,1,M5T 1A4,35200869
20636,77334345,-79.43455852,43.77333271,Bevdale Rd / Lurgan Dr,1,M2R 1K1,35202549
20637,81792167,-79.21676401,43.81796368,Feeney Ave / Courtlands Dr,001,M1B 4L1,35203938
20639,80381781,-79.17815821,43.80385723,Braymore Blvd / Blacktoft Dr,1,M1B 2X2,35203708
20640,79731443,-79.14433905,43.7973022,HWY 401 / Port Union Rd / Port Union S 401 C E Ramp,1,M1C 2P5,35203739
20641,81272992,-79.2992606,43.81278915,Milliken Blvd / McNicoll Ave,001,M1V 5P4,35200094
20642,64923868,-79.38688114,43.64925465,Simcoe St / Nelson St,003,M5V 1V3,35204843
20643,70494940,-79.49409668,43.70495025,Black Creek Dr / Lawrence Ave W,1,M6L 3C9,35205053
20645,70574873,-79.48738569,43.70570665,Culford Rd / Vanwyck Rd,996,M6L 3C9,35205053
20646,73173132,-79.31320052,43.73178873,Ardtrea Ave / Wigmore Dr / Wigmore Park Trl,1,M4A 2B1,35200454
20647,71783941,-79.39415696,43.71789013,Mount Pleasant Rd / Blythwood Rd,1,M4P 2B9,35202945
20648,74302320,-79.23205592,43.74303833,Greenwich Sq / Grace St,005,M1J 2M7,35203294
20649,73734907,-79.49077605,43.73737163,Whitburn Cres / Skipton Crt,1,M3M 2C9,35202171
20651,73064151,-79.41516253,43.73061764,Elm Rd / Melrose Ave,002,M5M 3A3,35202395
20652,75485170,-79.51707489,43.75485424,Jane St / Yewtree Blvd / Firgrove Cres,001,M3N 2Y9,35204254
20654,74612909,-79.290918,43.7461797,Lawrence Ave E / Ellington Dr,1,M1R 2Z3,35200435
20655,60314982,-79.49829028,43.60313563,Dwight Ave / Albani St,B01,M8V 2X4,35204696
20656,79621771,-79.17716976,43.79628543,Grover Dr / Ponymeadow Ter / Ww W Morrish S Grover,001,M1C 4Y1,35203692
20657,81342717,-79.27173939,43.81347381,Bridley Dr / Ardgowan Cres,001,M1V 1E5,35204267
20658,64244498,-79.44988948,43.6424033,Sunnyside Ave / Galley Ave,1,M6R 1M9,35201319
20659,81542615,-79.26156716,43.81545686,Lansbury Dr / Brimstone Cres,B01,M1V 0C1,35200140
20661,78271283,-79.12830728,43.78276765,Lawrence Ave E / Portwine Dr,001,M1C 3Y1,35203730
20662,74462212,-79.22128134,43.74461409,Luella St / Centre St,997,M1J 3P2,35204332
20663,64933937,-79.39370229999999,43.64935116,Queen St W / Peter St,1,M5V 2L6,35204841
20666,67954356,-79.43568954,43.67959202,St Clair Ave W / Oakwood Ave,1,M6H 2M1,35201112
20667,68444988,-79.49882308,43.68447641,Jane St / Eglinton Ave W,1,M6N 4E2,35201264
20668,70115533,-79.55334139,43.70118301,York Rd / Delbasso Crt,001,M9R 3C8,35205034
20670,78943582,-79.3582622,43.78940898,Linus Rd / Seneca Hill Dr,004,M2J 2W3,35200298
20671,80073879,-79.38793125,43.80074713,Garnier Crt / Ballyconnor Crt,1,M2M 2Y1,35204113
20674,70523614,-79.36148229,43.70527196,Laird Dr / Esandar Dr,1,M4G 3V2,35202688
20675,64104341,-79.43417726,43.64109184,Queen St W / O'Hara Ave,1,M6K 1L8,35204661
20677,66235844,-79.58446905,43.66236126,Renforth Dr / Elmbrook Cres,001,M9C 2N9,35201759
20678,72675520,-79.55208859999999,43.72673893,Albion Rd / Irwin Rd / Arcot Blvd,1,M9W 2N8,35201912
20680,68532812,-79.28125924,43.68531252,Parkland Rd / North Dr,1,M1N 2S4,35200646
20681,68003394,-79.33943559,43.68001406,Danforth Ave / Dewhurst Blvd,1,M4J 1L7,35204498
20682,70805170,-79.51707995,43.70807403,Langside Ave / Lamont Ave,1,M3L 1A1,35202090
20683,61115467,-79.54674746,43.61114374,Evans Ave / Browns Li N Evans Ramp,1,M8W 3W2,35201601
20684,64565189,-79.5189772,43.64566624,Bloor St W / Gardenvale Rd / Aberfoyle Cres,1,M8X 2Y4,35204671
20686,75925079,-79.50793052,43.75928356,Finch Ave W / Tobermory Dr,1,M3N 1N3,35202020
20687,64574006,-79.40063674,43.64573368,Adelaide St W / Portland St,1,M5V 0N8,35204894
20688,64784005,-79.40059705,43.64788791,Queen St W / Denison Ave,B01,M5V 2B6,35200870
20690,80223789,-79.37899940000001,43.80220297,Goldenwood Rd / Mintwood Dr / Carmel Crt,1,M2M 3Y7,35202486
20691,76592064,-79.20641859999999,43.76592684,Orton Park Rd / Ladysbridge Dr,1,M1G 3G9,35203650
